date time,outside temp,weather,curr_temp," ""main bedroom"""," ""bathroom"""," ""gust"""," ""agata's"""," ""leo's'"""," ""living room"""," ""kitchen"""," ""office""",set_temp," ""main bedroom"""," ""bathroom"""," ""gust"""," ""agata's"""," ""leo's'"""," ""living room"""," ""kitchen"""," ""office""",is_on," ""main bedroom"""," ""bathroom"""," ""gust"""," ""agata's"""," ""leo's'"""," ""living room"""," ""kitchen"""," ""office""",mode," ""main bedroom"""," ""bathroom"""," ""gust"""," ""agata's"""," ""leo's'"""," ""living room"""," ""kitchen"""," ""office"""
2019-02-04 00:02,1,niebo niewidoczne: bez istot. opadw, ,20.0,ffline,21.0,20.0,20.0,21.5,21.0,17.0, ,19.0,25.0,19.5,19.0,19.0,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:07,1,niebo niewidoczne: bez istot. opadw, ,20.0,ffline,20.5,20.0,20.0,21.0,21.5,17.0, ,19.0,25.0,19.5,19.0,19.0,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:12,1,niebo niewidoczne: bez istot. opadw, ,20.0,ffline,20.5,20.0,20.0,21.0,21.5,17.0, ,19.0,25.0,19.5,19.0,19.0,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:17,1,niebo niewidoczne: bez istot. opadw, ,20.0,ffline,20.5,20.0,20.0,21.0,21.5,17.0, ,19.0,25.0,19.5,19.0,19.0,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:22,1,niebo niewidoczne: bez istot. opadw, ,20.0,ffline,20.5,20.0,20.0,21.0,21.5,17.0, ,19.0,25.0,19.5,19.0,19.0,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:27,1,niebo niewidoczne: bez istot. opadw, ,20.0,ffline,20.5,20.0,20.0,21.0,21.5,17.0, ,19.0,25.0,19.5->20.0,19.0,19.0,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:32,1,niebo niewidoczne: bez istot. opadw, ,19.5,ffline,20.5,20.0,20.0,21.0,21.5,17.0, ,19.0,25.0,20.0,19.0,19.0,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:38,1,niebo niewidoczne: bez istot. opadw, ,19.5,ffline,20.5,20.0,20.0,21.5,21.5,17.0, ,19.0,25.0,20.0,19.0,19.0,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:43,1,niebo niewidoczne: bez istot. opadw, ,19.5,23.5,20.5,20.0,20.0,21.5,21.5,17.0, ,19.0,25.0,20.0,19.0,19.0,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:48,1,niebo niewidoczne: bez istot. opadw, ,19.5,23.5,20.5,20.0,20.0,21.5,21.5,17.0, ,19.0->19.5,25.0,20.0,19.0->19.5,19.0->19.5,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:53,1,niebo niewidoczne: bez istot. opadw, ,19.5,23.5,20.5,20.0,20.0,21.5,21.5,17.0, ,19.5,25.0,20.0,19.5,19.5,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 00:58,1,niebo niewidoczne: bez istot. opadw, ,19.5,23.5,20.5,20.0,20.0,21.5,21.5,17.0, ,19.5,25.0,20.0,19.5,19.5,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:03,0,niebo niewidoczne: bez istot. opadw, ,19.5,23.5,20.5,20.0,20.0,21.5,21.5,17.0, ,19.5,25.0,20.0,19.5,19.5,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:08,0,niebo niewidoczne: bez istot. opadw, ,20.0,23.5,20.5,20.0,20.0,21.5,22.0,17.0, ,19.5,25.0,20.0,19.5,19.5,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:13,0,niebo niewidoczne: bez istot. opadw, ,20.0,23.5,20.5,20.0,20.0,21.5,22.0,17.0, ,19.5,25.0,20.0,19.5,19.5,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:18,0,niebo niewidoczne: bez istot. opadw, ,20.0,23.5,20.5,20.0,20.0,21.5,22.0,17.0, ,19.5,25.0,20.0,19.5,19.5,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:23,0,niebo niewidoczne: bez istot. opadw, ,20.0,23.5,20.5,20.0,20.0,21.5,22.0,17.0, ,19.5,25.0,20.0,19.5,19.5,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:29,0,niebo niewidoczne: bez istot. opadw, ,20.0,23.5,20.5,20.0,20.0,21.5,21.5,17.0, ,19.5,25.0,20.0,19.5,19.5,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:34,0,niebo niewidoczne: niewielki deszcz, ,20.0,23.5,20.5,20.0,20.0,22.0,21.5,17.0, ,19.5,25.0,20.0,19.5,19.5,21.5,21.5,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:39,0,niebo niewidoczne: niewielki deszcz, ,20.0,ffline,20.5,20.0,20.0,22.0,21.5,17.0, ,19.5,25.0,20.0,19.5,19.5,21.5->22.0,21.5->22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:44,0,niebo niewidoczne: niewielki deszcz, ,20.0,ffline,20.5,20.0,20.0,22.0,21.5,17.0, ,19.5,25.0,20.0->20.5,19.5,19.5,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:49,0,niebo niewidoczne: niewielki deszcz, ,20.0,ffline,20.5,20.0,20.0,22.0,21.5,17.0, ,19.5->20.0,25.0,20.5,19.5->20.0,19.5->20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:54,0,niebo niewidoczne: niewielki deszcz, ,20.0,ffline,20.5,20.0,20.0,21.5,21.5,17.0, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 01:59,0,niebo niewidoczne: niewielki deszcz, ,20.0,ffline,20.5,20.0,20.0,21.5,21.5,17.0, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:04,0,niebo niewidoczne: niewielki deszcz, ,20.0,ffline,20.5,20.0,20.0,21.5,21.5,17.0, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:10,0,niebo niewidoczne: niewielki deszcz, ,20.0,ffline,20.5,20.0,20.0,21.5,21.5,17.0, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:15,0,niebo niewidoczne: niewielki deszcz, ,20.0,23.5,20.5,20.0,20.0,21.5,21.5,17.0, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:20,0,niebo niewidoczne: niewielki deszcz, ,20.0,23.5,20.5,20.0,20.0,21.5,21.5,17.5, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:25,0,niebo niewidoczne: niewielki deszcz, ,20.0,23.5,20.5,20.0,20.0,21.5,21.5,17.5, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:30,0,niebo niewidoczne: niewielki deszcz, ,20.0,23.5,20.5,20.0,20.0,21.5,22.0,17.5, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:35,0,niebo niewidoczne: niewielki deszcz, ,20.0,23.5,20.5,20.0,20.0,21.5,22.0,17.5, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:40,0,niebo niewidoczne: niewielki deszcz, ,20.0,23.5,20.5,20.0,20.0,22.0,22.0,17.5, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:45,0,niebo niewidoczne: niewielki deszcz, ,20.0,23.5,20.5,20.0,20.0,22.0,22.0,17.5, ,20.0,25.0,20.5,20.0,20.0,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:50,0,niebo niewidoczne: niewielki deszcz, ,20.0,23.5,20.5,20.0,20.0,22.0,22.0,17.5, ,20.0->20.5,25.0,20.5,20.0->20.5,20.0->20.5,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 02:55,0,niebo niewidoczne: niewielki deszcz, ,20.0,23.5,20.5,20.0,20.0,22.0,22.0,17.5, ,20.5,25.0,20.5,20.5,20.5,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-04 03:01,0,niebo niewidoczne: bez istot. opadw, ,20.0,24.0,20.5,20.0,20.0,22.0,22.0,17.5, ,20.5,25.0,20.5,20.5,20.5,22.0,22.0,17.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
