date time,outside temp,weather,curr_temp," ""main bedroom"""," ""bathroom"""," ""gust"""," ""agata's"""," ""leo's'"""," ""living room"""," ""kitchen"""," ""office""",set_temp," ""main bedroom"""," ""bathroom"""," ""gust"""," ""agata's"""," ""leo's'"""," ""living room"""," ""kitchen"""," ""office""",is_on," ""main bedroom"""," ""bathroom"""," ""gust"""," ""agata's"""," ""leo's'"""," ""living room"""," ""kitchen"""," ""office""",mode," ""main bedroom"""," ""bathroom"""," ""gust"""," ""agata's"""," ""leo's'"""," ""living room"""," ""kitchen"""," ""office"""
2019-02-03 19:23,1,niebo niewidoczne: niewielki deszcz, ,20.0,ffline,22.0,20.5,20.5,21.0,21.5,16.5, ,18.0,19.0,18.0,18.0,17.5,18.0,18.0,14.5, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-03 19:26,1,niebo niewidoczne: niewielki deszcz, ,20.0,22.5,22.0,20.5,20.5,21.0,21.5,16.5, ,18.0->17.5,19.0,18.0->17.5,18.0->17.5,17.5,18.0,18.0,14.5->14.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-03 19:31,1,niebo niewidoczne: niewielki deszcz, ,20.0,22.5,21.5,20.5,20.5,21.0,21.5,16.5, ,17.5,19.0,17.5,17.5,17.5,18.0,18.0,14.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-03 19:36,1,niebo niewidoczne: niewielki deszcz, ,20.0,ffline,21.5,20.5,20.5,21.0,21.5,16.5, ,17.5,19.0,17.5,17.5,17.5,18.0,18.0,14.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-03 19:41,1,niebo niewidoczne: niewielki deszcz, ,20.0,22.0,21.5,20.5,20.5,21.0,21.5,16.5, ,17.5,19.0,17.5,17.5,17.5,18.0,18.0,14.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-03 19:46,1,niebo niewidoczne: niewielki deszcz, ,20.0,22.0,21.5,20.5,20.5,21.0,21.5,16.5, ,17.5,19.0,17.5,17.5,17.5,18.0,18.0,14.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-03 19:52,1,niebo niewidoczne: niewielki deszcz, ,20.0,22.0,21.5,20.5,20.5,21.0,21.5,16.5, ,17.5,19.0,17.5,17.5,17.5,18.0,18.0,14.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-03 19:57,1,niebo niewidoczne: niewielki deszcz, ,20.0,22.0,21.5,20.5,20.5,21.0,21.5,16.5, ,17.5,19.0,17.5,17.5,17.5,18.0,18.0,14.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-03 20:02,1,niebo niewidoczne: niewielki deszcz, ,20.0,22.0,21.5,20.5,20.5,21.0,21.5,16.5, ,17.5,19.0,17.5,17.5,17.5,18.0,18.0,14.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
2019-02-03 20:07,1,niebo niewidoczne: niewielki deszcz, ,20.0,22.0,21.5,20.5,20.5,21.0,21.5,16.5, ,17.5,19.0,17.5,17.5,17.5,18.0,18.0,14.0, ,True,True,True,True,True,True,True,True, ,Comf,Comf,Auto,Comf,Auto,Comf,Comf,Econ
